"X","song_id","society_id","line_1","line_10","line_11","line_12","line_13","line_14","line_15","line_16","line_17","line_18","line_19","line_2","line_20","line_21","line_22","line_23","line_24","line_25","line_26","line_27","line_28","line_29","line_3","line_30","line_31","line_32","line_33","line_34","line_35","line_36","line_37","line_4","line_5","line_6","line_7","line_8","line_9","Society_latitude","Society_longitude","Area_latitude","Area_longitude","Region","Division","Subregion","Area","society","alternative_names","People","People2","People3","Focal_years","cantometrics_samplesize","minutage_samplesize","parlametrics_samplesize","phonotactics_samplesize","Koppen_climate_terrain","Koppen_code","Arensberglomax_taxon","Language","Language_nearsubfamily","Language_largersubfamily","Language_family","Glottocode","Country","dplace_id","EA_cu..UPDATE","EA_Prov_name","EA_Prov_.","EA_.","Culture_Wiki","Society_summary","Notes_1","Culture.Sources","Local_latitude","Local_longitude","Homeland_latitude","Homeland_longitude","Preferred_name","Society_location","Audio_notes","Duration","Audio_file","archivalsource_id","Song","Genre","Song_notes","Performers","Instruments","Vocalist_gender","Lyrics","Living_metadata","Recorded_by","Year","Publisher","Publcation_collection","Repository","Classification_notes","Metadata_notes","Sources","Source_tag","new","notes","group_id","PopName","phylogeny.glottocode","Priority.ranking.for.review","pairing.glottocode","SelectGJB","glottocodeProxyGJB","MorePopsPerGlottocode","commentsChiara","samplePopID","geographicRegion","publication","country","lat","lon","QualityAverage","inDataset","samplesize","glottolog.node1","glottolog.NAME","QualityAverageNEW","samplesizeNEW","median_F_hom","varianc_F_hom","median_proportionHET","n","differentiation","ornamentation","rhythm","dynamics","tension"
311,2787,19394,0.583333333333333,0.75,0.4,0.166666666666667,0.2,0,0.666666666666667,0.416666666666667,0.25,0.857142857142857,0.25,0.125,0.75,1,0,0,0.6,0.75,0,0,1,0,0.0909090909090909,0.25,1,0.25,0.2,1,0.75,0.75,0.25,0.5,0.5,0.75,0.25,0,0,48.79,-115.06,50.14,-117.75,"North America","Canada","W Canadian Plateau","S E British Columbia","Ktunaxa","Kutenai: Kootenay: Kootenai","Ktunaxa Nation","Kutenai Peoples","Plateau Indigenous Peoples","1953",10,1,NA,NA,"Cool Continental/ Subarctic  Temperate Continental/ Humid","Dfc, Dfb","HF-Plains","Kutenai (language isolate)","Kutenai (language isolate)","Kutenai (language isolate)","Kutenai (language isolate)","kute1249","United States",NA,"Nd7","Northern Plateau",149,"49739","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokute1249 @Ethnokut @WikiKutenai",50.41,-115.91,NA,NA,"Ktunaxa","Tobacco Plains Reserve and Columbia Lake Reserve  British Columbia  Canada",NA,"0:01:19","PENDING","T1462.B17","Rawhide Song",NA,"Rawhide song  mixed chorus in social unison over drum","Mixed chorus  drum","Mixed Voices; Drum","Mixed adults","nan",NA,"Kenneth Peacock  National Museum of Canada","1953","National Museum of Canada","Kenneth Peacock Collection. National Museum of Canada  Ottowa","Canadian Museum of History  Gatineau  Quebec; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"T5408R53","Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.","@KPC1953RawhideSong",NA,NA,"19394kute1249kute1249",NA,"kute1249",9,"kute1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-0.162120351755647,0.11280010840888,-0.099793237080349,0.175169315303658,0.220648401510634
312,2788,19394,0.416666666666667,0.75,0.4,0.166666666666667,0.2,0,0.333333333333333,0.416666666666667,0.25,0.428571428571429,0,0.125,0.75,1,0,0,0.6,0.75,0.333333333333333,0.333333333333333,0.666666666666667,0,0.0909090909090909,0.25,1,0.25,0,1,0.75,1,0,0.5,0.5,0.75,0.25,0,0,48.79,-115.06,50.14,-117.75,"North America","Canada","W Canadian Plateau","S E British Columbia","Ktunaxa","Kutenai: Kootenay: Kootenai","Ktunaxa Nation","Kutenai Peoples","Plateau Indigenous Peoples","1953",10,1,NA,NA,"Cool Continental/ Subarctic  Temperate Continental/ Humid","Dfc, Dfb","HF-Plains","Kutenai (language isolate)","Kutenai (language isolate)","Kutenai (language isolate)","Kutenai (language isolate)","kute1249","United States",NA,"Nd7","Northern Plateau",149,"49739","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokute1249 @Ethnokut @WikiKutenai",50.41,-115.91,NA,NA,"Ktunaxa","Tobacco Plains Reserve and Columbia Lake Reserve  British Columbia  Canada",NA,"0:01:14","PENDING","T1462.B16","Sun Dance Song","Dance Song","Sun dance song  mixed chorus in social unison over drum","Mixed chorus  drum","Mixed Voices; Drum","Mixed adults","nan",NA,"Kenneth Peacock  National Museum of Canada","1953","National Museum of Canada","Kenneth Peacock Collection. National Museum of Canada  Ottowa","Canadian Museum of History  Gatineau  Quebec; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"T5408R52","Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.","@KPC1953SunDanceSong",NA,NA,"19394kute1249kute1249",NA,"kute1249",9,"kute1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-0.213476788130458,0.104406770617604,-0.138692467710472,0.287731345551338,0.286987607548287
313,2789,19394,0.833333333333333,0.5,0.8,0.166666666666667,0.2,0.166666666666667,0.333333333333333,0.416666666666667,0.5,0.714285714285714,0,0.125,0.75,0.75,0,0,0.6,0.75,0,0,0.666666666666667,0,0.363636363636364,0.5,1,1,0,1,0.75,1,0,0.5,0.5,0.75,0.5,1,0.75,48.79,-115.06,50.14,-117.75,"North America","Canada","W Canadian Plateau","S E British Columbia","Ktunaxa","Kutenai: Kootenay: Kootenai","Ktunaxa Nation","Kutenai Peoples","Plateau Indigenous Peoples","1953",10,1,NA,NA,"Cool Continental/ Subarctic  Temperate Continental/ Humid","Dfc, Dfb","HF-Plains","Kutenai (language isolate)","Kutenai (language isolate)","Kutenai (language isolate)","Kutenai (language isolate)","kute1249","United States",NA,"Nd7","Northern Plateau",149,"49739","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokute1249 @Ethnokut @WikiKutenai",50.41,-115.91,NA,NA,"Ktunaxa","Tobacco Plains Reserve and Columbia Lake Reserve  British Columbia  Canada",NA,"0:01:44","PENDING","T1451.4","Shimmy Dance","Dance Song","Shimmy dance","Chorus  drums","Voices; Drums","Mixed adults","nan",NA,"Kenneth Peacock  National Museum of Canada","1953","National Museum of Canada","Kenneth Peacock Collection. National Museum of Canada  Ottowa. Side 1. 4.","Canadian Museum of History  Gatineau  Quebec; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"T5408R57","Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.","@KPC1953ShimmyDance",NA,NA,"19394kute1249kute1249",NA,"kute1249",9,"kute1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-0.135818868790477,0.134789002630248,-0.0418029303189936,0.306718885217101,0.282926993537646
314,2790,19394,0.583333333333333,0.75,0.4,0.166666666666667,0.2,0.166666666666667,0.666666666666667,0.416666666666667,0.5,0.428571428571429,0,0.125,0.75,0.75,0,0,0.6,0.75,0,0,0.666666666666667,0.5,0.363636363636364,0.25,1,0.25,0,1,0.75,0.75,0.25,0.5,0.5,0.75,0.5,1,0.75,48.79,-115.06,50.14,-117.75,"North America","Canada","W Canadian Plateau","S E British Columbia","Ktunaxa","Kutenai: Kootenay: Kootenai","Ktunaxa Nation","Kutenai Peoples","Plateau Indigenous Peoples","1953",10,1,NA,NA,"Cool Continental/ Subarctic  Temperate Continental/ Humid","Dfc, Dfb","HF-Plains","Kutenai (language isolate)","Kutenai (language isolate)","Kutenai (language isolate)","Kutenai (language isolate)","kute1249","United States",NA,"Nd7","Northern Plateau",149,"49739","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokute1249 @Ethnokut @WikiKutenai",50.41,-115.91,NA,NA,"Ktunaxa","Tobacco Plains Reserve and Columbia Lake Reserve  British Columbia  Canada",NA,"0:01:30","PENDING","T1451.2","Ptarmigan Dance","Dance Song","Ptarmigan dance","Chorus  drums","Voices; Drums","Mixed adults","nan",NA,"Kenneth Peacock  National Museum of Canada","1953","National Museum of Canada","Kenneth Peacock Collection. National Museum of Canada  Ottowa. Side 1. 2.","Canadian Museum of History  Gatineau  Quebec; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"T5408R56","Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.","@KPC1953PtarmiganDance",NA,NA,"19394kute1249kute1249",NA,"kute1249",9,"kute1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-0.154547710639722,0.157178518712944,-0.0753620879014044,0.176515972397374,0.275438476394966
315,2791,19394,0.666666666666667,0.75,0.4,0.166666666666667,0.2,0.166666666666667,0.666666666666667,0.416666666666667,0.25,0.428571428571429,0.25,0.125,0.75,0.75,0,0,0.6,0.75,0,0,0.666666666666667,0,0.363636363636364,0.25,1,0.25,0.4,1,0.75,0.75,0.25,0.5,0.5,0.5,0.25,1,1,48.79,-115.06,50.14,-117.75,"North America","Canada","W Canadian Plateau","S E British Columbia","Ktunaxa","Kutenai: Kootenay: Kootenai","Ktunaxa Nation","Kutenai Peoples","Plateau Indigenous Peoples","1953",10,1,NA,NA,"Cool Continental/ Subarctic  Temperate Continental/ Humid","Dfc, Dfb","HF-Plains","Kutenai (language isolate)","Kutenai (language isolate)","Kutenai (language isolate)","Kutenai (language isolate)","kute1249","United States",NA,"Nd7","Northern Plateau",149,"49739","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokute1249 @Ethnokut @WikiKutenai",50.41,-115.91,NA,NA,"Ktunaxa","Tobacco Plains Reserve and Columbia Lake Reserve  British Columbia  Canada",NA,"0:01:22","PENDING","T1451.1","Drum Dance","Dance Song","Drum dance","Chorus  drums","Voices; Drums","Mixed adults","nan",NA,"Kenneth Peacock  National Museum of Canada","1953","National Museum of Canada","Kenneth Peacock Collection. National Museum of Canada  Ottowa. Side 1. 1.","Canadian Museum of History  Gatineau  Quebec; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"T5408R55","Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.","@KPC1953DrumDance",NA,NA,"19394kute1249kute1249",NA,"kute1249",9,"kute1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-0.169457006445784,0.0430436247593652,-0.106861711532049,0.168433965754266,0.119137660535729
316,2813,24696,0.0833333333333333,0.25,0.4,0,0,0,0.666666666666667,0.916666666666667,0.5,0,0.25,0,0.5,0.75,0,0.25,0.4,0.25,0.333333333333333,0,0.333333333333333,0.5,0,0.75,0,0.25,0.6,0.5,0.5,0.25,0.25,0.25,0,0,0,0,0,24.52,121.39,24.82,121.38,"Southeast Asia","Island S E Asia","Taiwan","N Taiwan","Atayal","Tayal; Tayan","Atayal","nan","Taiwanese Indigenous Peoples","1943; 1948; 1994; 1980s;",22,NA,NA,NA,"Warm. Oceanic Humid Subtropical","Cfa","AH-Proto Malay","Atayal","Atayal","Atayalic","Austronesian","atay1247","China",NA,"Ia1","Formosa",98,"30816","wiki","The Atayal are found mostly in central and northern Taiwan. They live by fishing  hunting  gathering  and growing crops. Traditionally both men and women receive facial tattoos during initiation  and men receive another following the birth of their child.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiMuharraq  @Glottoatay1247",23.96,120.97,NA,NA,"Atayal","Meiyuan  Nantou County  Taiwan",NA,"0:01:16","T5424R26m","T1601.24","Oh My Beloved Father",NA,"A son's joy at seeing his father","Taiyal-Baibara  male solo","Male Voice","Men","nan",NA,"Kurosawa Takatomo","1943","RCA Victor","Kurosawa  Takatomo. Taiwan Folk Recordings  RCA Victor","Taipei National University of the Arts; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","RCA Victor recordings furnished by Prof. Takatomo Kurosawa  Tokyo  1964","@RCAVictor1943KurosawaTaiwanFolk",NA,NA,"24696atay1247atay1247","Atayal","atay1247",7,"atay1247",NA,NA,NA,NA,NA,"SOUTHEAST_ASIA","LazaridisNature2014","Taiwan",24.6,121.3,596350.5,"AUGUST_2018",10,"aust1307","Austronesian",596350.5,10,0.20705,0.000416371555555555,0.2011814875,22,0.0256445952584558,-0.051954396863952,0.0133120576990922,-0.161727555572839,-0.0936851592151562
317,2814,24696,0.0833333333333333,0.5,0.4,0,0,0,0.666666666666667,0.916666666666667,0.25,0,0.25,0,0.5,0.5,0,0.5,0.6,0.25,0.333333333333333,0,0.666666666666667,0.5,0,0.5,0.5,0.5,0.6,1,0.5,0.5,0.5,0.25,0,0,0,0,0,24.52,121.39,24.82,121.38,"Southeast Asia","Island S E Asia","Taiwan","N Taiwan","Atayal","Tayal; Tayan","Atayal","nan","Taiwanese Indigenous Peoples","1943; 1948; 1994; 1980s;",22,NA,NA,NA,"Warm. Oceanic Humid Subtropical","Cfa","AH-Proto Malay","Atayal","Atayal","Atayalic","Austronesian","atay1247","China",NA,"Ia1","Formosa",98,"30816","wiki","The Atayal are found mostly in central and northern Taiwan. They live by fishing  hunting  gathering  and growing crops. Traditionally both men and women receive facial tattoos during initiation  and men receive another following the birth of their child.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiMuharraq  @Glottoatay1247",23.96,120.97,NA,NA,"Atayal","Meiyuan  Nantou County  Taiwan",NA,"0:01:08","T5424R25m","T1601.23","Girl's Song",NA,"Song of friendship","Taiyal-Baibara  female solo","Female Voice","Girls","nan",NA,"Kurosawa Takatomo","1943","RCA Victor","Kurosawa  Takatomo. Taiwan Folk Recordings  RCA Victor","Taipei National University of the Arts; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","RCA Victor recordings furnished by Prof. Takatomo Kurosawa  Tokyo  1964","@RCAVictor1943KurosawaTaiwanFolk",NA,NA,"24696atay1247atay1247","Atayal","atay1247",7,"atay1247",NA,NA,NA,NA,NA,"SOUTHEAST_ASIA","LazaridisNature2014","Taiwan",24.6,121.3,596350.5,"AUGUST_2018",10,"aust1307","Austronesian",596350.5,10,0.20705,0.000416371555555555,0.2011814875,22,0.0136956558590159,0.0728286579595219,-0.0280242632965527,-0.067371332381017,0.0626086093331912
318,2815,24696,0.0833333333333333,0.75,0.8,0,0,0,0.666666666666667,0.833333333333333,0.25,0,0.25,0,0.5,0.75,0,0.25,0.6,0.5,0.333333333333333,0,0.666666666666667,0.5,0,0.25,0.5,0.75,0.8,0.5,0.25,0.25,0.5,0.25,0,0,0,0,0,24.52,121.39,24.82,121.38,"Southeast Asia","Island S E Asia","Taiwan","N Taiwan","Atayal","Tayal; Tayan","Atayal","nan","Taiwanese Indigenous Peoples","1943; 1948; 1994; 1980s;",22,NA,NA,NA,"Warm. Oceanic Humid Subtropical","Cfa","AH-Proto Malay","Atayal","Atayal","Atayalic","Austronesian","atay1247","China",NA,"Ia1","Formosa",98,"30816","wiki","The Atayal are found mostly in central and northern Taiwan. They live by fishing  hunting  gathering  and growing crops. Traditionally both men and women receive facial tattoos during initiation  and men receive another following the birth of their child.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiMuharraq  @Glottoatay1247",22.88,120.55,NA,NA,"Atayal","Chutouchiao  Meinong District  Former Takao Province  Taiwan",NA,"0:01:06","T5424R24m","T1601.22","Kowas musala-ghyaf",NA,"Mountain song","Tiayal-Chikutokaku  male solo","Male Voice","Men","nan",NA,"Kurosawa Takatomo","1943","RCA Victor","Kurosawa  Takatomo. Taiwan Folk Recordings  RCA Victor","Taipei National University of the Arts; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","RCA Victor recordings furnished by Prof. Takatomo Kurosawa  Tokyo  1964","@RCAVictor1943KurosawaTaiwanFolk",NA,NA,"24696atay1247atay1247","Atayal","atay1247",7,"atay1247",NA,NA,NA,NA,NA,"SOUTHEAST_ASIA","LazaridisNature2014","Taiwan",24.6,121.3,596350.5,"AUGUST_2018",10,"aust1307","Austronesian",596350.5,10,0.20705,0.000416371555555555,0.2011814875,22,-0.0831025932187412,0.0198998274093463,0.0280564694927654,-0.112249291704635,-0.141874024689503
319,2816,24696,0.0833333333333333,0.25,0.8,0,0,0,0.666666666666667,0.75,1,0,0.5,0,0.5,0.75,0,0.5,0.4,0.25,0.666666666666667,0,0.666666666666667,0.5,0,0.75,0.5,0.25,0.6,0.75,0.5,0.5,0.5,0.25,0,0,0,0,0,24.52,121.39,24.82,121.38,"Southeast Asia","Island S E Asia","Taiwan","N Taiwan","Atayal","Tayal; Tayan","Atayal","nan","Taiwanese Indigenous Peoples","1943; 1948; 1994; 1980s;",22,NA,NA,NA,"Warm. Oceanic Humid Subtropical","Cfa","AH-Proto Malay","Atayal","Atayal","Atayalic","Austronesian","atay1247","China",NA,"Ia1","Formosa",98,"30816","wiki","The Atayal are found mostly in central and northern Taiwan. They live by fishing  hunting  gathering  and growing crops. Traditionally both men and women receive facial tattoos during initiation  and men receive another following the birth of their child.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiMuharraq  @Glottoatay1247",22.88,120.55,NA,NA,"Atayal","Chutouchiao  Meinong District  Former Takao Province  Taiwan",NA,"0:01:46","T5424R23m","T1601.21","Samaka-kaes Mabasiy-Sacoric",NA,"Guest's song at marriage ceremony","Tiayal-Chikutokaku  male solo","Male Voice","Men","nan",NA,"Kurosawa Takatomo","1948","RCA Victor","Kurosawa  Takatomo. Taiwan Folk Recordings  RCA Victor","Taipei National University of the Arts; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","RCA Victor recordings furnished by Prof. Takatomo Kurosawa  Tokyo  1964","@RCAVictor1943KurosawaTaiwanFolk",NA,NA,"24696atay1247atay1247","Atayal","atay1247",7,"atay1247",NA,NA,NA,NA,NA,"SOUTHEAST_ASIA","LazaridisNature2014","Taiwan",24.6,121.3,596350.5,"AUGUST_2018",10,"aust1307","Austronesian",596350.5,10,0.20705,0.000416371555555555,0.2011814875,22,0.0923604453789729,0.119541260620975,0.1706811288536,-0.0935212328400187,-0.022536141654929
320,2817,24696,0.0833333333333333,0.25,0.8,0,0,0,0.666666666666667,0.75,0.75,0,0,0,0.25,0.5,0,0,0.4,0.5,0.333333333333333,0,0.333333333333333,0,0,0.75,0,0.5,0.8,0.75,0.25,0.5,0.5,0.25,0,0,0,0,0,24.52,121.39,24.82,121.38,"Southeast Asia","Island S E Asia","Taiwan","N Taiwan","Atayal","Tayal; Tayan","Atayal","nan","Taiwanese Indigenous Peoples","1943; 1948; 1994; 1980s;",22,NA,NA,NA,"Warm. Oceanic Humid Subtropical","Cfa","AH-Proto Malay","Atayal","Atayal","Atayalic","Austronesian","atay1247","China",NA,"Ia1","Formosa",98,"30816","wiki","The Atayal are found mostly in central and northern Taiwan. They live by fishing  hunting  gathering  and growing crops. Traditionally both men and women receive facial tattoos during initiation  and men receive another following the birth of their child.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiMuharraq  @Glottoatay1247",22.88,120.55,NA,NA,"Atayal","Chutouchiao  Meinong District  Former Takao Province  Taiwan",NA,"0:01:47","T5424R22m","T1601.20","Makowas Kinnalahagan-ralul",NA,"Chief's song at marriage ceremony","Tiayal-Chikutokaku  male solo","Male Voice","Men","nan",NA,"Kurosawa Takatomo","1943","RCA Victor","Kurosawa  Takatomo. Taiwan Folk Recordings  RCA Victor","Taipei National University of the Arts; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","RCA Victor recordings furnished by Prof. Takatomo Kurosawa  Tokyo  1964","@RCAVictor1943KurosawaTaiwanFolk",NA,NA,"24696atay1247atay1247","Atayal","atay1247",7,"atay1247",NA,NA,NA,NA,NA,"SOUTHEAST_ASIA","LazaridisNature2014","Taiwan",24.6,121.3,596350.5,"AUGUST_2018",10,"aust1307","Austronesian",596350.5,10,0.20705,0.000416371555555555,0.2011814875,22,0.0581205745716994,-0.110080553772639,0.07258757440367,-0.0447475369393225,-0.147222919842336
321,2862,15148,0.416666666666667,0.75,0.8,0.166666666666667,0.8,0.166666666666667,0.333333333333333,0.166666666666667,0.25,1,0,0.25,0.5,0.75,0,0.25,0.6,0.25,0.333333333333333,0.333333333333333,0,0,0.363636363636364,0.25,0,0.5,0.4,0.75,0.75,0.25,0.25,0.5,0.5,0.5,0.5,1,0.75,62.18,175.07,65.99,-174.72,"North Eurasia","E North Eurasia","Russian Far East","Chukchi Peninsula","Anadysky Chukchi","nan","Chukotko-Kamchatkan Peoples","nan","Paleo-Siberian Peoples","1939; 1962",9,NA,NA,NA," Subarctic /Tundra","Dfc/ ET","nan","Chukchi","Chukchi","Chukotian","Chukotko-Kamchatkan","chuk1273","Russia",NA,"Ec3",NA,NA,NA,"wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottochuk1273 @Ethnockt @WikiChukchi",65.62,171.69,NA,NA,"Anadysky Chukchi","Chukotka Autonomous Okrug  Russia [Recorded in Leningrad  Russia]",NA,"0:00:58","T5410R50","T1742.B3A","Sailing Under Sails","Dance Song","Dance song","Group of women  drum","Female Voices; Drum","Women","nan",NA,"Eduard Alekseyev","1962","Previously Unpublished","Former Soviet Union Collection  ACE Online Archive","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Given to Alan Lomax by Eduard Alekseyev in 1964","@ALA1962SailingUnderSails",NA,NA,"15148Chukchichuk1273chuk1273","Chukchi","chuk1273",10,"chuk1273","YES","0","YES",NA,NA,"EURASIA","LazaridisNature2014","Russia",69,169,596170,"AUGUST_2018",15,"chuk1271","Chukotko-Kamchatkan",596170,15,0.1843,0.00243309402666667,0.206912909,8,-0.0694779092885066,-0.097152417227062,-0.0509575946859115,-0.141229082128704,0.0207056739994188
322,2863,15148,0.416666666666667,0.75,0.8,0.166666666666667,0.8,0,0.666666666666667,0.166666666666667,0.25,1,0,0.125,0.25,0.5,0,0,0.4,0.5,0.333333333333333,0.333333333333333,0,0,0.0909090909090909,0.25,0,0.5,0.4,0.75,0.75,0.25,0.25,0.5,0.5,0.5,0.25,0,0,62.18,175.07,65.99,-174.72,"North Eurasia","E North Eurasia","Russian Far East","Chukchi Peninsula","Anadysky Chukchi","nan","Chukotko-Kamchatkan Peoples","nan","Paleo-Siberian Peoples","1939; 1962",9,NA,NA,NA," Subarctic /Tundra","Dfc/ ET","nan","Chukchi","Chukchi","Chukotian","Chukotko-Kamchatkan","chuk1273","Russia",NA,"Ec3",NA,NA,NA,"wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottochuk1273 @Ethnockt @WikiChukchi",65.62,171.69,NA,NA,"Anadysky Chukchi","Chukotka Autonomous Okrug  Russia [Recorded in Leningrad  Russia]","Poor sound","0:00:37","T5410R52m","T1742.B3C.pt2","The Dog's Harness","Dance Song","Dance song","Mixed chorus  drum","Mixed Voices; Drum","Mixed adults","nan",NA,"Eduard Alekseyev","1962","Previously Unpublished","Former Soviet Union Collection  ACE Online Archive","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Given to Alan Lomax by Eduard Alekseyev in 1964","@ALA1962TheDogsHarness",NA,NA,"15148Chukchichuk1273chuk1273","Chukchi","chuk1273",10,"chuk1273","YES","0","YES",NA,NA,"EURASIA","LazaridisNature2014","Russia",69,169,596170,"AUGUST_2018",15,"chuk1271","Chukotko-Kamchatkan",596170,15,0.1843,0.00243309402666667,0.206912909,8,-0.0888807236900317,-0.102194005880173,-0.021283943379406,-0.086653878556094,0.00988792546201943
323,2864,15148,0.416666666666667,0.75,0.8,0.166666666666667,0.8,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.857142857142857,0,0.25,0.5,0.5,0,0.25,0.4,0.5,0.333333333333333,0.333333333333333,0,0.5,0.363636363636364,0.25,0,0.25,0.4,0.75,0.75,0.25,0.25,0.5,0.5,0.5,0.5,1,0.75,62.18,175.07,65.99,-174.72,"North Eurasia","E North Eurasia","Russian Far East","Chukchi Peninsula","Anadysky Chukchi","nan","Chukotko-Kamchatkan Peoples","nan","Paleo-Siberian Peoples","1939; 1962",9,NA,NA,NA," Subarctic /Tundra","Dfc/ ET","nan","Chukchi","Chukchi","Chukotian","Chukotko-Kamchatkan","chuk1273","Russia",NA,"Ec3",NA,NA,NA,"wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottochuk1273 @Ethnockt @WikiChukchi",65.62,171.69,NA,NA,"Anadysky Chukchi","Chukotka Autonomous Okrug  Russia [Recorded in Leningrad  Russia]",NA,"0:00:46","T5410R51","T1742.B3B","The Girls Are Sewing","Dance Song","Dance song","Group of women  drum","Female Voices; Drum","Women","nan",NA,"Eduard Alekseyev","1962","Previously Unpublished","Former Soviet Union Collection  ACE Online Archive","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Given to Alan Lomax by Eduard Alekseyev in 1964","@ALA1962TheGirlsAreSewing",NA,NA,"15148Chukchichuk1273chuk1273","Chukchi","chuk1273",10,"chuk1273","YES","0","YES",NA,NA,"EURASIA","LazaridisNature2014","Russia",69,169,596170,"AUGUST_2018",15,"chuk1271","Chukotko-Kamchatkan",596170,15,0.1843,0.00243309402666667,0.206912909,8,-0.0705061576249946,-0.00934639545306027,0.0403356950508531,-0.0969809233648653,0.0102302200958422
